No,Latitude,Longitude,Altitude,Date,Time
98,33.861723,-84.332168,291.4,2013/03/30,07:19:29
99,33.861601,-84.332115,291.4,2013/03/30,07:19:32
100,33.861515,-84.332118,291.4,2013/03/30,07:19:34
101,33.861410,-84.332104,291.4,2013/03/30,07:19:37
102,33.861301,-84.332116,290.7,2013/03/30,07:19:39
103,33.861191,-84.332095,290.1,2013/03/30,07:19:42
104,33.861118,-84.332050,289.5,2013/03/30,07:20:20
105,33.861002,-84.332027,288.8,2013/03/30,07:20:23
106,33.860894,-84.332028,288.2,2013/03/30,07:20:25
107,33.860840,-84.332131,287.5,2013/03/30,07:20:27
108,33.860824,-84.332241,287.0,2013/03/30,07:20:29
109,33.860719,-84.332376,287.1,2013/03/30,07:20:31
110,33.860695,-84.332522,286.5,2013/03/30,07:20:33
111,33.860695,-84.332678,286.0,2013/03/30,07:20:35
112,33.860683,-84.332825,285.5,2013/03/30,07:20:37
113,33.860665,-84.332924,285.5,2013/03/30,07:20:38
114,33.860633,-84.333101,285.9,2013/03/30,07:20:40
115,33.860595,-84.333223,286.3,2013/03/30,07:20:42
116,33.860597,-84.333380,286.6,2013/03/30,07:20:44
117,33.860572,-84.333531,287.0,2013/03/30,07:20:46
118,33.860535,-84.333664,287.4,2013/03/30,07:20:48
119,33.860504,-84.333771,287.4,2013/03/30,07:20:50
120,33.860488,-84.333889,287.5,2013/03/30,07:20:52
121,33.860510,-84.334072,287.7,2013/03/30,07:20:54
122,33.860512,-84.334189,287.9,2013/03/30,07:20:55
123,33.860496,-84.334308,288.1,2013/03/30,07:20:57
124,33.860437,-84.334435,288.3,2013/03/30,07:20:59
125,33.860438,-84.334601,288.2,2013/03/30,07:21:01
126,33.860391,-84.334724,288.1,2013/03/30,07:21:03
127,33.860396,-84.334855,288.5,2013/03/30,07:21:05
128,33.860428,-84.335010,289.0,2013/03/30,07:21:07
129,33.860394,-84.335124,289.5,2013/03/30,07:21:09
130,33.860359,-84.335239,290.2,2013/03/30,07:21:12
131,33.860394,-84.335356,290.7,2013/03/30,07:21:14
132,33.860407,-84.335456,291.3,2013/03/30,07:21:16
133,33.860436,-84.335582,291.8,2013/03/30,07:21:19
134,33.860426,-84.335699,292.6,2013/03/30,07:21:22
135,33.860425,-84.335815,293.0,2013/03/30,07:21:25
136,33.860425,-84.335929,293.8,2013/03/30,07:21:28
137,33.860394,-84.336055,294.2,2013/03/30,07:21:32
138,33.860420,-84.336167,294.0,2013/03/30,07:21:35
139,33.860408,-84.336264,293.8,2013/03/30,07:21:37
140,33.860442,-84.336366,293.6,2013/03/30,07:21:40
141,33.860425,-84.336487,293.9,2013/03/30,07:21:44
142,33.860458,-84.336612,294.2,2013/03/30,07:21:47
143,33.860478,-84.336727,294.5,2013/03/30,07:21:50
144,33.860500,-84.336844,294.7,2013/03/30,07:21:53
145,33.860518,-84.336955,294.7,2013/03/30,07:21:56
146,33.860515,-84.337093,295.2,2013/03/30,07:21:59
147,33.860534,-84.337226,295.2,2013/03/30,07:22:02
148,33.860558,-84.337323,295.9,2013/03/30,07:22:04
149,33.860578,-84.337421,296.6,2013/03/30,07:22:06
150,33.860592,-84.337535,297.4,2013/03/30,07:22:09
151,33.860614,-84.337650,298.1,2013/03/30,07:22:11
152,33.860630,-84.337762,298.4,2013/03/30,07:22:13
153,33.860653,-84.337864,298.6,2013/03/30,07:22:15
154,33.860680,-84.337974,298.9,2013/03/30,07:22:17
155,33.860686,-84.338085,299.3,2013/03/30,07:22:19
156,33.860693,-84.338193,299.6,2013/03/30,07:22:21
157,33.860693,-84.338337,300.0,2013/03/30,07:22:24
158,33.860683,-84.338449,300.4,2013/03/30,07:22:27
159,33.860706,-84.338586,300.5,2013/03/30,07:22:30
160,33.860737,-84.338680,300.5,2013/03/30,07:22:34
161,33.860674,-84.338750,300.6,2013/03/30,07:22:38
162,33.860629,-84.338841,300.7,2013/03/30,07:22:43
163,33.860637,-84.338941,301.0,2013/03/30,07:22:45
164,33.860672,-84.339087,301.3,2013/03/30,07:22:47
165,33.860727,-84.339180,301.5,2013/03/30,07:22:49
166,33.860750,-84.339275,301.7,2013/03/30,07:22:54
167,33.860725,-84.339380,301.9,2013/03/30,07:22:58
168,33.860683,-84.339506,302.1,2013/03/30,07:24:00
169,33.860698,-84.339650,302.3,2013/03/30,07:24:03
170,33.860722,-84.339747,302.3,2013/03/30,07:24:08
171,33.860677,-84.339864,302.3,2013/03/30,07:24:10
172,33.860681,-84.339971,302.3,2013/03/30,07:24:12
173,33.860684,-84.340100,302.3,2013/03/30,07:24:14
174,33.860676,-84.340236,302.1,2013/03/30,07:24:16
175,33.860661,-84.340346,301.9,2013/03/30,07:24:18
176,33.860647,-84.340483,301.7,2013/03/30,07:24:20
177,33.860645,-84.340634,301.5,2013/03/30,07:24:22
178,33.860642,-84.340774,301.4,2013/03/30,07:24:24
179,33.860606,-84.340883,301.2,2013/03/30,07:24:26
180,33.860636,-84.341015,301.0,2013/03/30,07:24:27
181,33.860615,-84.341205,301.0,2013/03/30,07:24:29
182,33.860607,-84.341401,301.0,2013/03/30,07:24:31
183,33.860617,-84.341511,300.7,2013/03/30,07:24:32
184,33.860590,-84.341611,300.5,2013/03/30,07:24:33
185,33.860581,-84.341712,300.2,2013/03/30,07:24:34
186,33.860574,-84.341822,299.9,2013/03/30,07:24:35
187,33.860579,-84.341925,299.6,2013/03/30,07:24:36
188,33.860551,-84.342138,299.4,2013/03/30,07:24:38
189,33.860539,-84.342254,299.1,2013/03/30,07:24:39
190,33.860530,-84.342365,298.2,2013/03/30,07:24:40
191,33.860522,-84.342499,298.2,2013/03/30,07:24:41
192,33.860497,-84.342602,298.2,2013/03/30,07:24:42
193,33.860474,-84.342697,298.2,2013/03/30,07:24:43
194,33.860459,-84.342811,298.5,2013/03/30,07:24:44
195,33.860446,-84.342919,298.7,2013/03/30,07:24:45
196,33.860430,-84.343027,299.0,2013/03/30,07:24:46
197,33.860417,-84.343139,299.3,2013/03/30,07:24:47
198,33.860401,-84.343246,300.1,2013/03/30,07:24:48
199,33.860366,-84.343349,300.9,2013/03/30,07:24:49
200,33.860324,-84.343440,301.7,2013/03/30,07:24:50
201,33.860286,-84.343537,303.2,2013/03/30,07:24:51
202,33.860245,-84.343697,303.7,2013/03/30,07:24:53
203,33.860173,-84.343824,304.6,2013/03/30,07:24:55
204,33.860164,-84.343970,305.5,2013/03/30,07:24:57
205,33.860138,-84.344101,306.5,2013/03/30,07:25:01
206,33.860138,-84.344220,307.4,2013/03/30,07:25:03
207,33.860185,-84.344390,307.6,2013/03/30,07:25:08
208,33.860231,-84.344539,307.9,2013/03/30,07:25:13
209,33.860276,-84.344630,307.6,2013/03/30,07:25:17
210,33.860337,-84.344705,307.4,2013/03/30,07:25:19
211,33.860408,-84.344833,307.1,2013/03/30,07:25:26
212,33.860447,-84.344921,306.8,2013/03/30,07:25:29
213,33.860513,-84.345018,306.5,2013/03/30,07:25:35
214,33.860624,-84.345019,306.4,2013/03/30,07:25:38
215,33.860722,-84.345098,306.2,2013/03/30,07:25:41
216,33.860805,-84.345172,306.0,2013/03/30,07:25:44
217,33.860858,-84.345246,305.8,2013/03/30,07:25:46
218,33.860925,-84.345341,306.3,2013/03/30,07:25:49
219,33.860960,-84.345434,306.7,2013/03/30,07:25:51
220,33.860973,-84.345533,307.1,2013/03/30,07:25:53
221,33.860983,-84.345655,307.5,2013/03/30,07:25:56
222,33.860998,-84.345774,307.8,2013/03/30,07:25:58
223,33.861025,-84.345883,308.2,2013/03/30,07:25:59
224,33.861042,-84.346066,308.5,2013/03/30,07:26:01
225,33.861035,-84.346190,308.5,2013/03/30,07:26:03
226,33.861021,-84.346288,308.4,2013/03/30,07:26:05
227,33.861006,-84.346414,308.3,2013/03/30,07:26:07
228,33.860980,-84.346523,308.2,2013/03/30,07:26:09
229,33.860963,-84.346622,308.1,2013/03/30,07:26:12
230,33.860923,-84.346707,308.0,2013/03/30,07:26:14
231,33.860958,-84.346800,307.4,2013/03/30,07:26:16
232,33.861044,-84.346924,306.7,2013/03/30,07:26:18
233,33.861082,-84.347033,306.1,2013/03/30,07:26:20
234,33.861164,-84.347129,305.5,2013/03/30,07:26:21
235,33.861247,-84.347200,304.8,2013/03/30,07:26:23
236,33.861369,-84.347265,304.2,2013/03/30,07:26:25
237,33.861437,-84.347360,303.5,2013/03/30,07:26:27
238,33.861549,-84.347459,302.9,2013/03/30,07:26:29
239,33.861636,-84.347475,302.4,2013/03/30,07:26:31
240,33.861736,-84.347512,301.8,2013/03/30,07:26:33
241,33.861807,-84.347569,300.9,2013/03/30,07:26:35
242,33.861876,-84.347629,300.6,2013/03/30,07:26:37
243,33.861937,-84.347760,300.4,2013/03/30,07:26:40
244,33.861988,-84.347859,300.1,2013/03/30,07:26:42
245,33.862049,-84.347961,299.8,2013/03/30,07:26:44
246,33.862097,-84.348066,299.5,2013/03/30,07:26:46
247,33.862126,-84.348209,299.3,2013/03/30,07:26:48
248,33.862142,-84.348317,299.0,2013/03/30,07:26:50
249,33.862166,-84.348455,298.7,2013/03/30,07:26:52
250,33.862215,-84.348596,298.4,2013/03/30,07:26:54
251,33.862236,-84.348712,298.0,2013/03/30,07:26:56
252,33.862287,-84.348804,298.0,2013/03/30,07:26:58
253,33.862352,-84.348920,298.1,2013/03/30,07:27:00
254,33.862403,-84.349059,298.2,2013/03/30,07:27:02
255,33.862451,-84.349183,298.3,2013/03/30,07:27:04
256,33.862501,-84.349325,298.4,2013/03/30,07:27:06
257,33.862532,-84.349440,298.5,2013/03/30,07:27:07
258,33.862547,-84.349540,298.5,2013/03/30,07:27:08
259,33.862599,-84.349640,298.6,2013/03/30,07:27:09
260,33.862656,-84.349813,298.5,2013/03/30,07:27:11
261,33.862690,-84.349947,298.5,2013/03/30,07:27:13
262,33.862686,-84.350046,298.4,2013/03/30,07:27:16
263,33.862740,-84.350156,298.0,2013/03/30,07:27:19
264,33.862818,-84.350258,297.5,2013/03/30,07:27:25
265,33.862842,-84.350357,297.1,2013/03/30,07:27:28
266,33.862899,-84.350442,296.6,2013/03/30,07:27:30
267,33.862957,-84.350520,296.2,2013/03/30,07:27:32
268,33.863033,-84.350615,295.7,2013/03/30,07:27:34
269,33.863102,-84.350710,295.3,2013/03/30,07:27:36
270,33.863165,-84.350791,294.5,2013/03/30,07:27:38
271,33.863267,-84.350837,293.9,2013/03/30,07:27:40
272,33.863386,-84.350913,293.3,2013/03/30,07:27:42
273,33.863445,-84.350992,292.6,2013/03/30,07:27:44
274,33.863558,-84.351077,292.3,2013/03/30,07:27:46
275,33.863684,-84.351136,291.9,2013/03/30,07:27:48
276,33.863803,-84.351235,291.5,2013/03/30,07:27:50
277,33.863932,-84.351319,291.2,2013/03/30,07:27:52
278,33.864044,-84.351412,290.8,2013/03/30,07:27:54
279,33.864146,-84.351504,290.2,2013/03/30,07:27:56
280,33.864244,-84.351617,289.5,2013/03/30,07:27:58
281,33.864352,-84.351718,289.2,2013/03/30,07:28:00
282,33.864459,-84.351811,288.9,2013/03/30,07:28:02
283,33.864567,-84.351934,288.6,2013/03/30,07:28:04
284,33.864670,-84.352037,288.4,2013/03/30,07:28:06
285,33.864774,-84.352137,288.1,2013/03/30,07:28:08
286,33.864832,-84.352208,287.8,2013/03/30,07:28:09
287,33.864937,-84.352289,287.5,2013/03/30,07:28:11
288,33.865038,-84.352393,286.9,2013/03/30,07:28:13
289,33.865113,-84.352480,286.3,2013/03/30,07:28:15
290,33.865165,-84.352582,285.9,2013/03/30,07:28:17
291,33.865237,-84.352664,285.1,2013/03/30,07:28:19
292,33.865285,-84.352770,284.3,2013/03/30,07:28:21
293,33.865319,-84.352898,283.9,2013/03/30,07:28:23
294,33.865365,-84.353022,283.5,2013/03/30,07:28:25
295,33.865409,-84.353164,283.1,2013/03/30,07:28:27
296,33.865449,-84.353316,282.6,2013/03/30,07:28:29
297,33.865454,-84.353467,282.2,2013/03/30,07:28:31
298,33.865429,-84.353584,281.7,2013/03/30,07:28:33
299,33.865410,-84.353707,281.6,2013/03/30,07:28:35
300,33.865333,-84.353810,281.5,2013/03/30,07:28:37
301,33.865279,-84.353925,281.5,2013/03/30,07:28:39
302,33.865246,-84.354035,281.6,2013/03/30,07:28:41
303,33.865208,-84.354135,281.8,2013/03/30,07:28:43
304,33.865174,-84.354259,281.5,2013/03/30,07:28:46
305,33.865103,-84.354336,281.3,2013/03/30,07:28:49
306,33.865010,-84.354439,281.1,2013/03/30,07:28:51
307,33.864927,-84.354546,280.9,2013/03/30,07:28:53
308,33.864889,-84.354650,280.7,2013/03/30,07:28:55
309,33.864796,-84.354746,280.5,2013/03/30,07:28:57
310,33.864760,-84.354851,280.9,2013/03/30,07:28:59
311,33.864721,-84.354975,281.3,2013/03/30,07:29:02
312,33.864726,-84.355124,281.6,2013/03/30,07:29:03
313,33.864697,-84.355238,282.2,2013/03/30,07:29:04
314,33.864651,-84.355351,282.7,2013/03/30,07:29:06
315,33.864578,-84.355479,283.3,2013/03/30,07:29:08
316,33.864507,-84.355592,283.8,2013/03/30,07:29:10
317,33.864473,-84.355710,284.4,2013/03/30,07:29:12
318,33.864421,-84.355835,284.9,2013/03/30,07:29:14
319,33.864343,-84.355875,285.5,2013/03/30,07:29:16
320,33.864261,-84.355915,286.3,2013/03/30,07:29:18
321,33.864165,-84.355926,286.5,2013/03/30,07:29:20
322,33.864061,-84.355925,286.8,2013/03/30,07:29:22
323,33.863929,-84.355926,287.1,2013/03/30,07:29:24
324,33.863822,-84.355919,287.4,2013/03/30,07:29:26
325,33.863720,-84.355886,287.6,2013/03/30,07:29:28
326,33.863635,-84.355881,287.9,2013/03/30,07:29:29
327,33.863537,-84.355923,288.2,2013/03/30,07:29:31
328,33.863441,-84.355889,288.6,2013/03/30,07:29:33
329,33.863340,-84.355874,289.1,2013/03/30,07:29:36
330,33.863213,-84.355854,289.5,2013/03/30,07:29:38
331,33.863094,-84.355848,289.7,2013/03/30,07:29:40
332,33.862994,-84.355820,289.9,2013/03/30,07:29:43
333,33.862900,-84.355855,290.1,2013/03/30,07:29:45
334,33.862772,-84.355823,290.3,2013/03/30,07:29:49
335,33.862677,-84.355808,290.5,2013/03/30,07:29:51
336,33.862577,-84.355827,290.6,2013/03/30,07:29:53
337,33.862490,-84.355822,291.0,2013/03/30,07:29:55
338,33.862409,-84.355791,291.4,2013/03/30,07:29:58
339,33.862328,-84.355782,291.5,2013/03/30,07:30:01
340,33.862224,-84.355768,291.7,2013/03/30,07:30:06
341,33.862143,-84.355785,291.9,2013/03/30,07:30:10
342,33.862044,-84.355785,291.7,2013/03/30,07:30:13
343,33.861918,-84.355807,291.5,2013/03/30,07:30:15
344,33.861850,-84.355870,291.4,2013/03/30,07:30:18
345,33.861855,-84.356014,291.2,2013/03/30,07:30:21
346,33.861897,-84.356099,291.0,2013/03/30,07:30:22
347,33.861945,-84.356190,290.8,2013/03/30,07:30:23
348,33.861996,-84.356325,290.5,2013/03/30,07:30:25
349,33.861999,-84.356486,290.1,2013/03/30,07:30:27
350,33.862028,-84.356587,289.7,2013/03/30,07:30:28
351,33.862027,-84.356788,289.4,2013/03/30,07:30:30
352,33.862039,-84.356939,289.0,2013/03/30,07:30:32
353,33.862042,-84.357051,289.0,2013/03/30,07:30:34
354,33.862032,-84.357175,289.0,2013/03/30,07:30:36
355,33.862081,-84.357265,288.5,2013/03/30,07:30:38
356,33.862034,-84.357410,287.9,2013/03/30,07:30:41
357,33.862044,-84.357509,287.4,2013/03/30,07:30:44
358,33.862036,-84.357617,286.8,2013/03/30,07:30:47
359,33.862040,-84.357740,286.3,2013/03/30,07:30:50
360,33.862026,-84.357848,285.7,2013/03/30,07:30:57
361,33.861955,-84.357917,285.2,2013/03/30,07:31:01
362,33.861842,-84.357916,284.6,2013/03/30,07:31:04
363,33.861762,-84.357969,284.1,2013/03/30,07:31:07
364,33.861741,-84.358072,283.3,2013/03/30,07:31:11
365,33.861746,-84.358199,282.5,2013/03/30,07:31:13
366,33.861744,-84.358314,282.2,2013/03/30,07:31:15
367,33.861737,-84.358463,281.9,2013/03/30,07:31:17
368,33.861735,-84.358630,281.6,2013/03/30,07:31:19
369,33.861737,-84.358742,281.4,2013/03/30,07:31:20
370,33.861734,-84.358848,281.1,2013/03/30,07:31:21
371,33.861748,-84.359200,280.8,2013/03/30,07:31:23
372,33.861781,-84.359303,280.4,2013/03/30,07:31:24
373,33.861815,-84.359401,279.9,2013/03/30,07:31:25
374,33.861848,-84.359491,279.5,2013/03/30,07:31:26
375,33.861917,-84.359587,279.3,2013/03/30,07:31:28
376,33.862003,-84.359691,279.2,2013/03/30,07:31:30
377,33.862121,-84.359784,279.1,2013/03/30,07:31:33
378,33.862219,-84.359863,279.0,2013/03/30,07:31:34
379,33.862278,-84.360000,278.9,2013/03/30,07:31:36
380,33.862326,-84.360157,278.8,2013/03/30,07:31:39
381,33.862285,-84.360309,278.7,2013/03/30,07:31:40
382,33.862222,-84.360390,279.2,2013/03/30,07:31:41
383,33.862156,-84.360485,279.8,2013/03/30,07:31:43
384,33.862141,-84.360634,280.6,2013/03/30,07:31:45
385,33.862119,-84.360740,281.5,2013/03/30,07:31:48
386,33.862102,-84.360836,282.3,2013/03/30,07:31:49
387,33.862052,-84.360934,283.0,2013/03/30,07:31:53
388,33.862004,-84.361025,283.7,2013/03/30,07:31:56
389,33.861965,-84.361136,284.5,2013/03/30,07:31:59
390,33.861930,-84.361225,285.2,2013/03/30,07:32:03
391,33.861901,-84.361317,285.9,2013/03/30,07:32:06
392,33.861884,-84.361423,286.6,2013/03/30,07:32:10
393,33.861883,-84.361546,286.8,2013/03/30,07:32:14
394,33.861878,-84.361647,287.5,2013/03/30,07:32:17
395,33.861873,-84.361750,287.9,2013/03/30,07:32:21
396,33.861841,-84.361854,288.4,2013/03/30,07:32:27
397,33.861826,-84.361951,288.8,2013/03/30,07:32:30
398,33.861787,-84.362045,289.3,2013/03/30,07:32:33
399,33.861791,-84.362147,289.7,2013/03/30,07:32:35
400,33.861807,-84.362271,290.2,2013/03/30,07:32:39
401,33.861818,-84.362384,290.8,2013/03/30,07:32:43
402,33.861840,-84.362481,291.5,2013/03/30,07:32:46
403,33.861858,-84.362583,292.1,2013/03/30,07:32:49
404,33.861881,-84.362684,292.7,2013/03/30,07:32:53
405,33.861828,-84.362806,292.9,2013/03/30,07:32:57
406,33.861813,-84.362935,293.1,2013/03/30,07:33:03
407,33.861737,-84.362974,293.3,2013/03/30,07:33:04
408,33.861636,-84.363027,293.7,2013/03/30,07:33:07
409,33.861566,-84.363085,294.2,2013/03/30,07:33:10
410,33.861485,-84.363156,294.6,2013/03/30,07:33:13
411,33.861368,-84.363221,295.1,2013/03/30,07:33:16
412,33.861281,-84.363284,295.4,2013/03/30,07:33:18
413,33.861191,-84.363378,295.6,2013/03/30,07:33:21
414,33.861114,-84.363435,295.9,2013/03/30,07:33:23
415,33.861019,-84.363466,296.2,2013/03/30,07:33:26
416,33.860974,-84.363555,296.5,2013/03/30,07:33:31
417,33.860893,-84.363581,296.7,2013/03/30,07:33:35
418,33.860810,-84.363647,297.1,2013/03/30,07:33:42
419,33.860728,-84.363684,297.2,2013/03/30,07:33:44
420,33.860635,-84.363711,297.3,2013/03/30,07:33:48
421,33.860561,-84.363657,297.4,2013/03/30,07:33:51
422,33.860463,-84.363604,297.5,2013/03/30,07:33:56
423,33.860406,-84.363523,297.5,2013/03/30,07:34:00
424,33.860340,-84.363465,297.6,2013/03/30,07:34:02
425,33.860238,-84.363394,297.7,2013/03/30,07:34:05
426,33.860145,-84.363386,297.8,2013/03/30,07:34:07
427,33.860063,-84.363308,297.9,2013/03/30,07:34:10
428,33.859972,-84.363252,297.9,2013/03/30,07:34:13
429,33.859894,-84.363183,297.8,2013/03/30,07:34:16
430,33.859803,-84.363113,297.9,2013/03/30,07:34:19
431,33.859710,-84.363062,298.0,2013/03/30,07:34:22
432,33.859624,-84.363009,298.1,2013/03/30,07:34:25
433,33.859560,-84.362947,298.2,2013/03/30,07:34:28
434,33.859481,-84.362896,298.3,2013/03/30,07:34:32
435,33.859383,-84.362876,298.4,2013/03/30,07:34:35
436,33.859302,-84.362841,298.5,2013/03/30,07:34:37
437,33.859209,-84.362790,299.1,2013/03/30,07:34:40
438,33.859097,-84.362748,299.7,2013/03/30,07:34:43
439,33.859018,-84.362686,300.5,2013/03/30,07:34:47
440,33.858926,-84.362628,301.2,2013/03/30,07:34:50
441,33.858800,-84.362590,301.7,2013/03/30,07:34:53
442,33.858714,-84.362564,302.3,2013/03/30,07:34:55
443,33.858614,-84.362520,302.8,2013/03/30,07:34:58
444,33.858530,-84.362492,303.4,2013/03/30,07:35:00
445,33.858446,-84.362464,303.9,2013/03/30,07:35:02
446,33.858341,-84.362407,304.0,2013/03/30,07:35:05
447,33.858258,-84.362356,304.1,2013/03/30,07:35:08
448,33.858168,-84.362341,303.6,2013/03/30,07:35:11
449,33.858086,-84.362291,303.2,2013/03/30,07:35:14
450,33.858002,-84.362218,302.7,2013/03/30,07:35:18
451,33.857917,-84.362166,302.3,2013/03/30,07:35:21
452,33.857799,-84.362137,301.8,2013/03/30,07:35:23
453,33.857719,-84.362186,301.4,2013/03/30,07:35:25
454,33.857649,-84.362277,300.9,2013/03/30,07:35:28
455,33.857618,-84.362399,300.5,2013/03/30,07:35:30
456,33.857611,-84.362545,300.0,2013/03/30,07:35:32
457,33.857621,-84.362692,300.0,2013/03/30,07:35:34
458,33.857618,-84.362839,300.0,2013/03/30,07:35:36
459,33.857598,-84.363003,300.0,2013/03/30,07:35:38
460,33.857563,-84.363114,299.9,2013/03/30,07:35:40
461,33.857526,-84.363236,299.8,2013/03/30,07:35:42
462,33.857521,-84.363379,299.7,2013/03/30,07:35:44
463,33.857521,-84.363553,299.6,2013/03/30,07:35:46
464,33.857528,-84.363710,299.5,2013/03/30,07:35:48
465,33.857529,-84.363848,299.5,2013/03/30,07:35:50
