No,Latitude,Longitude,Altitude,Heartrate,Cadence,Date,Time,Seg
41,33.866172,-84.327081,298.6,,,2011/05/26,10:01:18,1
42,33.86604,-84.326985,296.7,,,2011/05/26,10:01:20,1
43,33.865819,-84.326877,294.8,,,2011/05/26,10:01:23,1
44,33.865358,-84.32682,290.9,,,2011/05/26,10:01:29,1
45,33.864776,-84.326784,285.2,,,2011/05/26,10:01:36,1
46,33.864196,-84.326759,278.4,,,2011/05/26,10:01:42,1
47,33.86366,-84.326695,274.6,,,2011/05/26,10:01:47,1
48,33.863047,-84.326645,273.2,,,2011/05/26,10:01:53,1
49,33.862508,-84.326614,272.7,,,2011/05/26,10:01:59,1
50,33.862228,-84.326571,274.1,,,2011/05/26,10:02:03,1
51,33.862175,-84.326563,274.6,,,2011/05/26,10:02:04,1
52,33.861888,-84.326548,277.5,,,2011/05/26,10:02:11,1
53,33.861751,-84.326527,278.9,,,2011/05/26,10:02:17,1
54,33.8617,-84.326519,277,,,2011/05/26,10:02:27,1
55,33.861729,-84.326547,279.4,,,2011/05/26,10:02:37,1
56,33.861715,-84.326554,281.8,,,2011/05/26,10:02:40,1
57,33.861596,-84.326423,286.6,,,2011/05/26,10:02:45,1
58,33.861444,-84.326318,289,,,2011/05/26,10:02:49,1
59,33.861322,-84.326287,289.5,,,2011/05/26,10:02:52,1
60,33.861041,-84.326311,288.5,,,2011/05/26,10:02:59,1
61,33.860822,-84.326354,288.1,,,2011/05/26,10:03:05,1
62,33.860649,-84.326339,289.5,,,2011/05/26,10:03:10,1
63,33.860397,-84.326332,290.5,,,2011/05/26,10:03:17,1
64,33.860191,-84.326342,289.5,,,2011/05/26,10:03:24,1
65,33.859998,-84.326343,290.5,,,2011/05/26,10:03:31,1
66,33.8598,-84.326353,290,,,2011/05/26,10:03:37,1
67,33.859604,-84.326371,289,,,2011/05/26,10:03:42,1
68,33.859393,-84.326401,287.6,,,2011/05/26,10:03:47,1
69,33.859071,-84.326435,285.2,,,2011/05/26,10:03:54,1
70,33.858649,-84.326445,282.3,,,2011/05/26,10:04:02,1
71,33.858229,-84.326311,281.3,,,2011/05/26,10:04:09,1
72,33.858095,-84.326257,279.9,,,2011/05/26,10:04:11,1
73,33.857687,-84.325998,281.3,,,2011/05/26,10:04:17,1
74,33.857513,-84.32576,286.1,,,2011/05/26,10:04:21,1
75,33.857262,-84.325269,289,,,2011/05/26,10:04:28,1
76,33.857035,-84.324826,285.2,,,2011/05/26,10:04:35,1
77,33.856769,-84.324535,284.2,,,2011/05/26,10:04:41,1
78,33.856405,-84.324175,283.2,,,2011/05/26,10:04:49,1
79,33.856143,-84.324026,280.4,,,2011/05/26,10:04:54,1
80,33.856056,-84.324013,278.9,,,2011/05/26,10:04:56,1
81,33.855943,-84.324014,277,,,2011/05/26,10:05:00,1
82,33.855871,-84.324017,275.1,,,2011/05/26,10:05:07,1
83,33.855808,-84.323967,278.4,,,2011/05/26,10:05:40,1
84,33.855745,-84.323852,279.4,,,2011/05/26,10:05:45,1
85,33.855781,-84.323719,279.9,,,2011/05/26,10:05:49,1
86,33.855815,-84.323499,279.9,,,2011/05/26,10:05:54,1
87,33.855844,-84.323269,278.9,,,2011/05/26,10:05:58,1
88,33.855845,-84.323182,278.4,,,2011/05/26,10:05:59,1
89,33.855804,-84.322773,276,,,2011/05/26,10:06:03,1
90,33.855802,-84.322039,269.8,,,2011/05/26,10:06:10,1
91,33.855781,-84.32157,267.9,,,2011/05/26,10:06:15,1
92,33.855774,-84.321204,271.7,,,2011/05/26,10:06:20,1
93,33.855776,-84.3211,273.2,,,2011/05/26,10:06:22,1
94,33.855769,-84.320921,274.1,,,2011/05/26,10:06:26,1
95,33.855781,-84.320555,278,,,2011/05/26,10:06:35,1
96,33.855777,-84.320208,281.3,,,2011/05/26,10:06:44,1
97,33.855772,-84.31997,283.7,,,2011/05/26,10:06:51,1
98,33.855781,-84.319758,286.1,,,2011/05/26,10:06:58,1
99,33.855778,-84.319511,287.6,,,2011/05/26,10:07:05,1
100,33.855767,-84.319244,288.1,,,2011/05/26,10:07:13,1
101,33.855772,-84.319108,290.9,,,2011/05/26,10:07:18,1
102,33.85579,-84.318902,292.9,,,2011/05/26,10:07:25,1
103,33.855817,-84.31874,294.8,,,2011/05/26,10:07:31,1
104,33.855832,-84.318514,295.3,,,2011/05/26,10:07:38,1
105,33.855849,-84.31831,295.7,,,2011/05/26,10:07:43,1
106,33.855881,-84.318088,300.1,,,2011/05/26,10:07:49,1
107,33.855903,-84.317923,303.9,,,2011/05/26,10:07:54,1
108,33.855905,-84.317687,302,,,2011/05/26,10:08:01,1
109,33.855931,-84.317421,303.9,,,2011/05/26,10:08:10,1
110,33.855958,-84.317188,303.9,,,2011/05/26,10:08:17,1
111,33.856,-84.316991,302.5,,,2011/05/26,10:08:23,1
112,33.856039,-84.316806,301.5,,,2011/05/26,10:08:29,1
113,33.856109,-84.316537,299.6,,,2011/05/26,10:08:36,1
114,33.856154,-84.31629,299.1,,,2011/05/26,10:08:42,1
115,33.856227,-84.315936,295.7,,,2011/05/26,10:08:50,1
116,33.856301,-84.315597,294.3,,,2011/05/26,10:08:57,1
117,33.856355,-84.315407,294.3,,,2011/05/26,10:09:01,1
118,33.856442,-84.315251,293.3,,,2011/05/26,10:09:05,1
119,33.856683,-84.315031,290.9,,,2011/05/26,10:09:13,1
120,33.857042,-84.314812,292.4,,,2011/05/26,10:09:23,1
121,33.857075,-84.314782,292.4,,,2011/05/26,10:09:24,1
122,33.857212,-84.314512,291.4,,,2011/05/26,10:09:30,1
123,33.857271,-84.314194,289.5,,,2011/05/26,10:09:35,1
124,33.857301,-84.314127,289.5,,,2011/05/26,10:09:36,1
125,33.857537,-84.313785,286.6,,,2011/05/26,10:09:42,1
126,33.857795,-84.313551,286.1,,,2011/05/26,10:09:48,1
127,33.858049,-84.313352,285.6,,,2011/05/26,10:09:55,1
128,33.858112,-84.31331,286.6,,,2011/05/26,10:09:57,1
129,33.858286,-84.313169,289,,,2011/05/26,10:10:03,1
130,33.858393,-84.313259,290,,,2011/05/26,10:10:07,1
131,33.858411,-84.313306,290.5,,,2011/05/26,10:10:08,1
132,33.858588,-84.31371,290.9,,,2011/05/26,10:10:16,1
133,33.858831,-84.313961,295.3,,,2011/05/26,10:10:22,1
134,33.859133,-84.314009,297.7,,,2011/05/26,10:10:27,1
135,33.859636,-84.314002,296.2,,,2011/05/26,10:10:35,1
136,33.859964,-84.314004,296.7,,,2011/05/26,10:10:41,1
137,33.860304,-84.314002,298.6,,,2011/05/26,10:10:49,1
138,33.860655,-84.313994,297.2,,,2011/05/26,10:10:57,1
139,33.861063,-84.313982,295.7,,,2011/05/26,10:11:05,1
140,33.861497,-84.313967,293.3,,,2011/05/26,10:11:13,1
141,33.861585,-84.31397,293.3,,,2011/05/26,10:11:15,1
142,33.861866,-84.314003,292.9,,,2011/05/26,10:11:21,1
143,33.862209,-84.313988,296.2,,,2011/05/26,10:11:27,1
144,33.862495,-84.314008,292.9,,,2011/05/26,10:11:33,1
145,33.862723,-84.314087,298.1,,,2011/05/26,10:11:38,1
146,33.863033,-84.314288,302,,,2011/05/26,10:11:43,1
147,33.863379,-84.314594,303.4,,,2011/05/26,10:11:48,1
148,33.863836,-84.314778,300.1,,,2011/05/26,10:11:53,1
149,33.864216,-84.314869,301.5,,,2011/05/26,10:11:59,1
150,33.86445,-84.314907,294.3,,,2011/05/26,10:12:04,1
151,33.864594,-84.314922,290,,,2011/05/26,10:12:09,1
152,33.864618,-84.314922,287.1,,,2011/05/26,10:12:15,1
153,33.864717,-84.314924,283.7,,,2011/05/26,10:12:52,1
154,33.86487,-84.314982,284.7,,,2011/05/26,10:12:58,1
155,33.865079,-84.315045,287.1,,,2011/05/26,10:13:05,1
156,33.865333,-84.315121,289.5,,,2011/05/26,10:13:14,1
157,33.865525,-84.315156,290.9,,,2011/05/26,10:13:20,1
158,33.865817,-84.315182,291.4,,,2011/05/26,10:13:29,1
159,33.865964,-84.315192,290,,,2011/05/26,10:13:34,1
160,33.866142,-84.315151,286.6,,,2011/05/26,10:13:41,1
161,33.866328,-84.315139,287.6,,,2011/05/26,10:13:46,1
162,33.866606,-84.315259,291.4,,,2011/05/26,10:13:52,1
163,33.866785,-84.315367,298.6,,,2011/05/26,10:13:56,1
164,33.866923,-84.315512,302,,,2011/05/26,10:14:00,1
165,33.866987,-84.315595,302,,,2011/05/26,10:14:02,1
166,33.867126,-84.315866,299.1,,,2011/05/26,10:14:08,1
167,33.867193,-84.316175,294.3,,,2011/05/26,10:14:13,1
168,33.867213,-84.316432,288.5,,,2011/05/26,10:14:17,1
169,33.867259,-84.31664,284.7,,,2011/05/26,10:14:21,1
170,33.867438,-84.316986,280.8,,,2011/05/26,10:14:27,1
171,33.867744,-84.317217,278.9,,,2011/05/26,10:14:31,1
172,33.867985,-84.317255,279.9,,,2011/05/26,10:14:34,1
173,33.868587,-84.317278,277.5,,,2011/05/26,10:14:42,1
174,33.868876,-84.31729,281.3,,,2011/05/26,10:14:47,1
175,33.869173,-84.317301,280.4,,,2011/05/26,10:14:52,1
176,33.869329,-84.317306,284.7,,,2011/05/26,10:14:55,1
177,33.869537,-84.317333,289.5,,,2011/05/26,10:15:00,1
178,33.869592,-84.317317,295.3,,,2011/05/26,10:15:04,1
179,33.869621,-84.3173,294.3,,,2011/05/26,10:15:07,1
180,33.869732,-84.317295,294.8,,,2011/05/26,10:15:12,1
181,33.869975,-84.317301,292.9,,,2011/05/26,10:15:18,1
182,33.8703,-84.317301,293.3,,,2011/05/26,10:15:25,1
183,33.870571,-84.317321,293.8,,,2011/05/26,10:15:29,1
184,33.870947,-84.317413,297.7,,,2011/05/26,10:15:34,1
185,33.871024,-84.317404,303,,,2011/05/26,10:15:36,1
186,33.871268,-84.317336,303.9,,,2011/05/26,10:15:41,1
187,33.87131,-84.31732,303.9,,,2011/05/26,10:15:42,1
188,33.871623,-84.317242,302.5,,,2011/05/26,10:15:48,1
189,33.871836,-84.317112,305.8,,,2011/05/26,10:15:54,1
190,33.871989,-84.317014,296.7,,,2011/05/26,10:15:58,1
191,33.872124,-84.316932,294.8,,,2011/05/26,10:16:02,1
192,33.872422,-84.316675,286.6,,,2011/05/26,10:16:11,1
193,33.872654,-84.316445,284.7,,,2011/05/26,10:16:20,1
194,33.872881,-84.316213,288.1,,,2011/05/26,10:16:28,1
195,33.873065,-84.316068,298.1,,,2011/05/26,10:16:34,1
196,33.873234,-84.315978,306.8,,,2011/05/26,10:16:38,1
197,33.873289,-84.31595,308.2,,,2011/05/26,10:16:39,1
198,33.873478,-84.315879,304.4,,,2011/05/26,10:16:42,1
199,33.873869,-84.315604,304.9,,,2011/05/26,10:16:50,1
200,33.87412,-84.315456,303,,,2011/05/26,10:16:55,1
201,33.874454,-84.315365,298.1,,,2011/05/26,10:17:00,1
202,33.874716,-84.315298,296.2,,,2011/05/26,10:17:05,1
203,33.874903,-84.315297,298.1,,,2011/05/26,10:17:09,1
204,33.875057,-84.315249,299.6,,,2011/05/26,10:17:15,1
205,33.875258,-84.315231,311.6,,,2011/05/26,10:17:23,1
206,33.875484,-84.315217,315.9,,,2011/05/26,10:17:30,1
207,33.875786,-84.315213,313.5,,,2011/05/26,10:17:38,1
208,33.876143,-84.315227,309.7,,,2011/05/26,10:17:45,1
209,33.876497,-84.315218,308.2,,,2011/05/26,10:17:51,1
210,33.876545,-84.315217,308.2,,,2011/05/26,10:17:52,1
211,33.876733,-84.315334,305.4,,,2011/05/26,10:17:57,1
212,33.876761,-84.315396,301.5,,,2011/05/26,10:17:58,1
213,33.876879,-84.31572,290,,,2011/05/26,10:18:02,1
214,33.87714,-84.316224,279.4,,,2011/05/26,10:18:09,1
215,33.877287,-84.316469,279.9,,,2011/05/26,10:18:14,1
216,33.877429,-84.316714,283.7,,,2011/05/26,10:18:21,1
217,33.877557,-84.316946,286.1,,,2011/05/26,10:18:29,1
218,33.877647,-84.317138,286.6,,,2011/05/26,10:18:36,1
219,33.877726,-84.317298,284.7,,,2011/05/26,10:18:42,1
220,33.877822,-84.317444,286.1,,,2011/05/26,10:18:49,1
221,33.877926,-84.31762,289,,,2011/05/26,10:18:57,1
222,33.878062,-84.317832,287.1,,,2011/05/26,10:19:05,1
223,33.878161,-84.317961,286.6,,,2011/05/26,10:19:12,1
224,33.87825,-84.318085,285.2,,,2011/05/26,10:19:18,1
225,33.878371,-84.318229,294.8,,,2011/05/26,10:19:27,1
226,33.878477,-84.31833,304.9,,,2011/05/26,10:19:34,1
227,33.878611,-84.318442,306.3,,,2011/05/26,10:19:41,1
228,33.878727,-84.318613,302.5,,,2011/05/26,10:19:48,1
229,33.878637,-84.318764,300.1,,,2011/05/26,10:19:53,1
230,33.878457,-84.318941,300.5,,,2011/05/26,10:19:57,1
231,33.878144,-84.319335,298.1,,,2011/05/26,10:20:03,1
232,33.878068,-84.319476,298.1,,,2011/05/26,10:20:05,1
233,33.877981,-84.319801,299.1,,,2011/05/26,10:20:10,1
234,33.877939,-84.320003,301.5,,,2011/05/26,10:20:15,1
235,33.877932,-84.320033,302,,,2011/05/26,10:20:16,1
236,33.877878,-84.320274,304.4,,,2011/05/26,10:20:24,1
237,33.877794,-84.32045,303,,,2011/05/26,10:20:30,1
238,33.877667,-84.320661,301.5,,,2011/05/26,10:20:35,1
239,33.877465,-84.320964,299.1,,,2011/05/26,10:20:40,1
240,33.877201,-84.321433,292.9,,,2011/05/26,10:20:46,1
241,33.876947,-84.321896,291.4,,,2011/05/26,10:20:52,1
242,33.876781,-84.322211,294.8,,,2011/05/26,10:20:57,1
243,33.876655,-84.322476,295.7,,,2011/05/26,10:21:03,1
244,33.876638,-84.322513,295.7,,,2011/05/26,10:21:04,1
245,33.876514,-84.322783,296.2,,,2011/05/26,10:21:11,1
246,33.876383,-84.323047,293.3,,,2011/05/26,10:21:17,1
247,33.876194,-84.323355,291.4,,,2011/05/26,10:21:23,1
248,33.875954,-84.323782,288.5,,,2011/05/26,10:21:30,1
249,33.875778,-84.324092,287.6,,,2011/05/26,10:21:35,1
250,33.875557,-84.324454,292.4,,,2011/05/26,10:21:42,1
251,33.875386,-84.324721,298.1,,,2011/05/26,10:21:49,1
252,33.875321,-84.324826,299.1,,,2011/05/26,10:21:54,1
253,33.875288,-84.3249,297.2,,,2011/05/26,10:22:00,1
254,33.875281,-84.324914,298.6,,,2011/05/26,10:22:03,1
255,33.875241,-84.324987,301.5,,,2011/05/26,10:22:09,1
256,33.875136,-84.325029,299.6,,,2011/05/26,10:22:13,1
257,33.874906,-84.324963,298.1,,,2011/05/26,10:22:19,1
258,33.874583,-84.324885,298.1,,,2011/05/26,10:22:27,1
259,33.874278,-84.324821,300.1,,,2011/05/26,10:22:36,1
260,33.874008,-84.324746,299.6,,,2011/05/26,10:22:43,1
261,33.873662,-84.324654,298.6,,,2011/05/26,10:22:50,1
262,33.873169,-84.324565,296.7,,,2011/05/26,10:22:58,1
263,33.872647,-84.324448,294.3,,,2011/05/26,10:23:05,1
264,33.871966,-84.324296,291.4,,,2011/05/26,10:23:13,1
265,33.871377,-84.324166,289.5,,,2011/05/26,10:23:20,1
266,33.870867,-84.324045,288.5,,,2011/05/26,10:23:26,1
267,33.870367,-84.323936,288.5,,,2011/05/26,10:23:32,1
268,33.869876,-84.323825,287.6,,,2011/05/26,10:23:38,1
269,33.869382,-84.32371,289,,,2011/05/26,10:23:45,1
270,33.868987,-84.323613,290,,,2011/05/26,10:23:52,1
271,33.868716,-84.323481,292.4,,,2011/05/26,10:23:58,1
272,33.868401,-84.323206,292.4,,,2011/05/26,10:24:05,1
273,33.868181,-84.322924,292.4,,,2011/05/26,10:24:10,1
274,33.867856,-84.322509,292.4,,,2011/05/26,10:24:16,1
275,33.867569,-84.322133,291.4,,,2011/05/26,10:24:21,1
276,33.867223,-84.321689,291.9,,,2011/05/26,10:24:27,1
277,33.866814,-84.32124,286.1,,,2011/05/26,10:24:34,1
278,33.866715,-84.321093,287.6,,,2011/05/26,10:24:38,1
279,33.866585,-84.320883,289.5,,,2011/05/26,10:24:43,1
280,33.866416,-84.320656,289.5,,,2011/05/26,10:24:48,1
281,33.866318,-84.320544,289,,,2011/05/26,10:24:51,1
282,33.866142,-84.320507,285.2,,,2011/05/26,10:24:56,1
283,33.866106,-84.320541,284.7,,,2011/05/26,10:24:57,1
284,33.865855,-84.320858,278,,,2011/05/26,10:25:03,1
285,33.865758,-84.320992,275.6,,,2011/05/26,10:25:05,1
286,33.865408,-84.321438,271.2,,,2011/05/26,10:25:11,1
287,33.86517,-84.321807,270.7,,,2011/05/26,10:25:16,1
288,33.865061,-84.321935,273.6,,,2011/05/26,10:25:19,1
289,33.864962,-84.321953,276,,,2011/05/26,10:25:23,1
290,33.864703,-84.321691,280.4,,,2011/05/26,10:25:30,1
291,33.864544,-84.321487,281.8,,,2011/05/26,10:25:34,1
292,33.864389,-84.32117,287.6,,,2011/05/26,10:25:39,1
293,33.864245,-84.320902,286.6,,,2011/05/26,10:25:43,1
294,33.864171,-84.320624,286.6,,,2011/05/26,10:25:47,1
295,33.864141,-84.320349,287.6,,,2011/05/26,10:25:51,1
296,33.864102,-84.320032,288.1,,,2011/05/26,10:25:56,1
297,33.864102,-84.319965,287.6,,,2011/05/26,10:25:57,1
298,33.864046,-84.319667,285.6,,,2011/05/26,10:26:01,1
299,33.863991,-84.319529,284.7,,,2011/05/26,10:26:03,1
300,33.863835,-84.319389,282.8,,,2011/05/26,10:26:07,1
301,33.863789,-84.319392,281.3,,,2011/05/26,10:26:08,1
302,33.863634,-84.319404,277.5,,,2011/05/26,10:26:13,1
303,33.863603,-84.31937,277,,,2011/05/26,10:26:18,1
304,33.863675,-84.319361,278.9,,,2011/05/26,10:26:21,1
305,33.863905,-84.319448,282.3,,,2011/05/26,10:26:27,1
306,33.863993,-84.319644,281.3,,,2011/05/26,10:26:31,1
307,33.864036,-84.319745,281.3,,,2011/05/26,10:26:33,1
308,33.864067,-84.320062,281.3,,,2011/05/26,10:26:39,1
309,33.86407,-84.320115,280.4,,,2011/05/26,10:26:40,1
310,33.86408,-84.320214,279.9,,,2011/05/26,10:26:42,1
311,33.864102,-84.320426,277.5,,,2011/05/26,10:26:46,1
312,33.864128,-84.320639,276,,,2011/05/26,10:26:50,1
313,33.864273,-84.321112,272.7,,,2011/05/26,10:26:59,1
314,33.864295,-84.321164,271.2,,,2011/05/26,10:27:00,1
315,33.864497,-84.321521,274.1,,,2011/05/26,10:27:08,1
316,33.864717,-84.321778,276.5,,,2011/05/26,10:27:15,1
317,33.864877,-84.321958,281.8,,,2011/05/26,10:27:21,1
318,33.864966,-84.322118,281.8,,,2011/05/26,10:27:27,1
319,33.864857,-84.322295,280.4,,,2011/05/26,10:27:34,1
320,33.864697,-84.322538,278.4,,,2011/05/26,10:27:42,1
321,33.864533,-84.322752,278.9,,,2011/05/26,10:27:50,1
322,33.864337,-84.322993,280.4,,,2011/05/26,10:27:59,1
323,33.864203,-84.323159,282.3,,,2011/05/26,10:28:05,1
324,33.864024,-84.323336,284.7,,,2011/05/26,10:28:13,1
325,33.863914,-84.323295,285.6,,,2011/05/26,10:28:17,1
326,33.863762,-84.323117,289,,,2011/05/26,10:28:22,1
327,33.863637,-84.322994,290.5,,,2011/05/26,10:28:26,1
328,33.863536,-84.322924,290.5,,,2011/05/26,10:28:29,1
329,33.86328,-84.32273,291.4,,,2011/05/26,10:28:37,1
330,33.863033,-84.322571,292.4,,,2011/05/26,10:28:45,1
331,33.862784,-84.322456,289,,,2011/05/26,10:28:52,1
332,33.862701,-84.322421,287.6,,,2011/05/26,10:28:56,1
333,33.86271,-84.322365,289,,,2011/05/26,10:29:01,1
334,33.862739,-84.322413,288.5,,,2011/05/26,10:29:03,1
335,33.862866,-84.322514,288.5,,,2011/05/26,10:29:09,1
336,33.863074,-84.322627,290.9,,,2011/05/26,10:29:17,1
337,33.863265,-84.322771,291.4,,,2011/05/26,10:29:24,1
338,33.863525,-84.323007,287.6,,,2011/05/26,10:29:31,1
339,33.86368,-84.323192,289.5,,,2011/05/26,10:29:35,1
340,33.863853,-84.323372,290.9,,,2011/05/26,10:29:39,1
341,33.864026,-84.323547,293.8,,,2011/05/26,10:29:43,1
342,33.864319,-84.323839,294.3,,,2011/05/26,10:29:49,1
343,33.864598,-84.324094,293.3,,,2011/05/26,10:29:55,1
344,33.864755,-84.324272,294.3,,,2011/05/26,10:30:00,1
345,33.864857,-84.324394,291.4,,,2011/05/26,10:30:03,1
346,33.864889,-84.324448,293.3,,,2011/05/26,10:30:05,1
347,33.865103,-84.324617,294.3,,,2011/05/26,10:30:12,1
348,33.865321,-84.324804,298.1,,,2011/05/26,10:30:20,1
349,33.865516,-84.325007,297.7,,,2011/05/26,10:30:27,1
350,33.865651,-84.32515,299.1,,,2011/05/26,10:30:32,1
351,33.865861,-84.325366,297.2,,,2011/05/26,10:30:39,1
352,33.865941,-84.325435,295.3,,,2011/05/26,10:30:41,1
353,33.866034,-84.325516,290.9,,,2011/05/26,10:30:43,1
354,33.866121,-84.325585,290.9,,,2011/05/26,10:30:45,1
355,33.866464,-84.325908,287.1,,,2011/05/26,10:30:53,1
356,33.866735,-84.326168,280.8,,,2011/05/26,10:30:59,1
357,33.866982,-84.326381,284.7,,,2011/05/26,10:31:05,1
358,33.867277,-84.326654,287.1,,,2011/05/26,10:31:13,1
359,33.867388,-84.326743,288.5,,,2011/05/26,10:31:16,1
360,33.867757,-84.327039,288.1,,,2011/05/26,10:31:26,1
361,33.86799,-84.327111,291.9,,,2011/05/26,10:31:31,1
362,33.86826,-84.327108,299.6,,,2011/05/26,10:31:36,1
363,33.868518,-84.327062,299.6,,,2011/05/26,10:31:40,1
364,33.868907,-84.326994,300.1,,,2011/05/26,10:31:47,1
365,33.86915,-84.326943,298.6,,,2011/05/26,10:31:53,1
366,33.86934,-84.326913,301,,,2011/05/26,10:32:00,1
367,33.869458,-84.326892,305.8,,,2011/05/26,10:32:05,1
368,33.8696,-84.326867,309.2,,,2011/05/26,10:32:10,1
369,33.86983,-84.326841,310.2,,,2011/05/26,10:32:15,1
370,33.870121,-84.326839,309.7,,,2011/05/26,10:32:20,1
371,33.870211,-84.32684,310.2,,,2011/05/26,10:32:22,1
372,33.870339,-84.32694,311.6,,,2011/05/26,10:32:26,1
373,33.870396,-84.327127,305.8,,,2011/05/26,10:32:30,1
374,33.870389,-84.327167,305.8,,,2011/05/26,10:32:31,1
375,33.870378,-84.327386,300.1,,,2011/05/26,10:32:37,1
376,33.870345,-84.327584,298.1,,,2011/05/26,10:32:43,1
377,33.870301,-84.327881,298.6,,,2011/05/26,10:32:50,1
378,33.870188,-84.328025,298.6,,,2011/05/26,10:32:55,1
379,33.870076,-84.328218,297.2,,,2011/05/26,10:33:01,1
380,33.869918,-84.328341,296.2,,,2011/05/26,10:33:06,1
381,33.869635,-84.328418,293.3,,,2011/05/26,10:33:13,1
382,33.869245,-84.328389,292.4,,,2011/05/26,10:33:21,1
383,33.86877,-84.328354,292.9,,,2011/05/26,10:33:30,1
384,33.868507,-84.328387,291.4,,,2011/05/26,10:33:35,1
385,33.868453,-84.328394,291.4,,,2011/05/26,10:33:36,1
386,33.868074,-84.328477,289,,,2011/05/26,10:33:43,1
387,33.867895,-84.328464,288.5,,,2011/05/26,10:33:46,1
388,33.867507,-84.328299,289,,,2011/05/26,10:33:52,1
389,33.867153,-84.328062,290.5,,,2011/05/26,10:33:57,1
390,33.866975,-84.327941,292.4,,,2011/05/26,10:34:00,1
391,33.866716,-84.327654,299.6,,,2011/05/26,10:34:07,1
392,33.866505,-84.327424,301.5,,,2011/05/26,10:34:15,1
393,33.866293,-84.327199,302,,,2011/05/26,10:34:21,1
394,33.866081,-84.327015,301,,,2011/05/26,10:34:25,1
395,33.865801,-84.3269,297.2,,,2011/05/26,10:34:29,1
396,33.86529,-84.32686,290,,,2011/05/26,10:34:36,1
397,33.864796,-84.326822,284.7,,,2011/05/26,10:34:42,1
398,33.864316,-84.326782,280.8,,,2011/05/26,10:34:47,1
399,33.863775,-84.326745,277,,,2011/05/26,10:34:52,1
400,33.863233,-84.326688,273.6,,,2011/05/26,10:34:57,1
401,33.862928,-84.326693,273.2,,,2011/05/26,10:35:00,1
402,33.862569,-84.326674,274.6,,,2011/05/26,10:35:04,1
403,33.862301,-84.326643,275.6,,,2011/05/26,10:35:08,1
404,33.862073,-84.326625,276,,,2011/05/26,10:35:13,1
405,33.861854,-84.326613,277.5,,,2011/05/26,10:35:20,1
406,33.86175,-84.326603,279.9,,,2011/05/26,10:35:27,1
407,33.861718,-84.326561,285.6,,,2011/05/26,10:35:43,1
408,33.861606,-84.326486,287.6,,,2011/05/26,10:35:49,1
409,33.861457,-84.326394,287.1,,,2011/05/26,10:35:53,1
410,33.861309,-84.326394,286.1,,,2011/05/26,10:35:57,1
411,33.861054,-84.326422,284.7,,,2011/05/26,10:36:04,1
412,33.860773,-84.326418,285.2,,,2011/05/26,10:36:12,1
