No,Latitude,Longitude,Altitude,Seg
154,33.935684,-84.439210,0.0,1
155,33.935998,-84.438902,0.0,1
156,33.936192,-84.438875,0.0,1
157,33.936298,-84.438923,0.0,1
158,33.936268,-84.439096,0.0,1
159,33.936321,-84.439575,0.0,1
160,33.936193,-84.439830,0.0,1
161,33.936255,-84.440019,0.0,1
162,33.936238,-84.440197,0.0,1
163,33.936375,-84.440368,0.0,1
164,33.936662,-84.440339,0.0,1
165,33.936996,-84.440665,0.0,1
166,33.937203,-84.441299,0.0,1
167,33.937840,-84.442545,0.0,1
168,33.937823,-84.442610,0.0,1
169,33.937267,-84.441452,0.0,1
170,33.937526,-84.441272,0.0,1
171,33.937611,-84.441067,0.0,1
172,33.937851,-84.440944,0.0,1
173,33.937827,-84.440797,0.0,1
174,33.937974,-84.440423,0.0,1
175,33.938338,-84.440263,0.0,1
176,33.938513,-84.440109,0.0,1
177,33.938559,-84.439964,0.0,1
178,33.938883,-84.439847,0.0,1
179,33.938821,-84.440229,0.0,1
180,33.938937,-84.440273,0.0,1
181,33.939054,-84.440484,0.0,1
182,33.939101,-84.440700,0.0,1
183,33.939252,-84.440516,0.0,1
184,33.939266,-84.440350,0.0,1
185,33.939374,-84.440217,0.0,1
186,33.939480,-84.440143,0.0,1
187,33.939611,-84.439920,0.0,1
188,33.939659,-84.439826,0.0,1
189,33.939752,-84.439780,0.0,1
190,33.939736,-84.439649,0.0,1
191,33.939840,-84.439540,0.0,1
192,33.939899,-84.439318,0.0,1
193,33.939789,-84.439266,0.0,1
194,33.939852,-84.439169,0.0,1
195,33.939906,-84.439033,0.0,1
196,33.940034,-84.438761,0.0,1
197,33.940125,-84.438556,0.0,1
198,33.940362,-84.438156,0.0,1
199,33.940435,-84.437817,0.0,1
200,33.940198,-84.437733,0.0,1
201,33.939971,-84.437619,0.0,1
202,33.939828,-84.437414,0.0,1
203,33.939509,-84.437252,0.0,1
204,33.939273,-84.437206,0.0,1
205,33.939071,-84.437480,0.0,1
206,33.939038,-84.437717,0.0,1
207,33.938902,-84.437968,0.0,1
208,33.938757,-84.437705,0.0,1
209,33.938638,-84.437394,0.0,1
210,33.938414,-84.437394,0.0,1
211,33.938120,-84.437635,0.0,1
212,33.937949,-84.437618,0.0,1
213,33.938148,-84.437048,0.0,1
214,33.938213,-84.436712,0.0,1
215,33.938178,-84.436459,0.0,1
216,33.937880,-84.436099,0.0,1
217,33.937711,-84.436106,0.0,1
218,33.937506,-84.436182,0.0,1
219,33.937393,-84.436569,0.0,1
220,33.937283,-84.437134,0.0,1
221,33.937203,-84.437108,0.0,1
222,33.937145,-84.437148,0.0,1
223,33.937112,-84.437072,0.0,1
224,33.937025,-84.437071,0.0,1
225,33.936989,-84.436996,0.0,1
226,33.936923,-84.437086,0.0,1
227,33.936795,-84.437090,0.0,1
228,33.936614,-84.436946,0.0,1
229,33.936697,-84.436821,0.0,1
230,33.936721,-84.436605,0.0,1
231,33.936859,-84.436557,0.0,1
232,33.936745,-84.436383,0.0,1
233,33.936360,-84.436620,0.0,1
234,33.935907,-84.436781,0.0,1
235,33.935757,-84.436644,0.0,1
236,33.935749,-84.436531,0.0,1
237,33.935615,-84.436473,0.0,1
238,33.935465,-84.436590,0.0,1
239,33.935421,-84.436875,0.0,1
240,33.935188,-84.436897,0.0,1
241,33.935042,-84.437106,0.0,1
242,33.934972,-84.437491,0.0,1
243,33.934628,-84.437639,0.0,1
244,33.934594,-84.438049,0.0,1
245,33.934439,-84.438250,0.0,1
246,33.934552,-84.438509,0.0,1
247,33.934686,-84.438721,0.0,1
248,33.934733,-84.439012,0.0,1
249,33.934794,-84.439267,0.0,1
250,33.934996,-84.439627,0.0,1
251,33.934973,-84.439774,0.0,1
252,33.935042,-84.439958,0.0,1
253,33.934962,-84.440019,0.0,1
254,33.935038,-84.440185,0.0,1
255,33.934985,-84.440387,0.0,1
256,33.934806,-84.440640,0.0,1
257,33.934835,-84.440762,0.0,1
258,33.934763,-84.440843,0.0,1
259,33.934674,-84.441202,0.0,1
260,33.934566,-84.441176,0.0,1
261,33.934479,-84.441388,0.0,1
262,33.934607,-84.441626,0.0,1
263,33.934714,-84.441869,0.0,1
264,33.934575,-84.442035,0.0,1
265,33.934347,-84.442074,0.0,1
266,33.934259,-84.442194,0.0,1
267,33.933803,-84.442549,0.0,1
268,33.933655,-84.442754,0.0,1
269,33.933588,-84.442836,0.0,1
270,33.934814,-84.443524,0.0,1
271,33.935196,-84.443486,0.0,1
272,33.935301,-84.443504,0.0,1
273,33.935560,-84.443549,0.0,1
274,33.935475,-84.443679,0.0,1
275,33.935886,-84.444652,0.0,1
276,33.936001,-84.444744,0.0,1
277,33.936014,-84.444943,0.0,1
278,33.936419,-84.445114,0.0,1
279,33.936424,-84.445019,0.0,1
280,33.936636,-84.445027,0.0,1
281,33.936678,-84.444728,0.0,1
282,33.936618,-84.444488,0.0,1
283,33.936673,-84.444249,0.0,1
284,33.936845,-84.444189,0.0,1
285,33.936826,-84.443939,0.0,1
286,33.937043,-84.443594,0.0,1
287,33.937049,-84.443218,0.0,1
288,33.936779,-84.442978,0.0,1
289,33.936564,-84.442658,0.0,1
290,33.936390,-84.442125,0.0,1
291,33.936592,-84.441818,0.0,1
292,33.936764,-84.441597,0.0,1
293,33.936833,-84.441400,0.0,1
294,33.937022,-84.441215,0.0,1
295,33.937216,-84.441233,0.0,1
296,33.937420,-84.441699,0.0,1
297,33.937676,-84.442196,0.0,1
298,33.937851,-84.442527,0.0,1
299,33.937817,-84.442898,0.0,1
300,33.937292,-84.441443,0.0,1
301,33.937179,-84.441182,0.0,1
302,33.937065,-84.440791,0.0,1
303,33.936909,-84.440546,0.0,1
304,33.936651,-84.440328,0.0,1
305,33.936370,-84.440355,0.0,1
306,33.936238,-84.440248,0.0,1
307,33.936209,-84.439811,0.0,1
308,33.936284,-84.439504,0.0,1
309,33.936293,-84.439161,0.0,1
310,33.936309,-84.438900,0.0,1
311,33.936007,-84.438911,0.0,1
312,33.935558,-84.439475,0.0,1
313,33.935025,-84.439613,0.0,1
314,33.934804,-84.439327,0.0,1
315,33.934738,-84.438949,0.0,1
316,33.934523,-84.438437,0.0,1
317,33.934488,-84.438283,0.0,1
318,33.934632,-84.438044,0.0,1
319,33.934665,-84.437635,0.0,1
320,33.934946,-84.437530,0.0,1
321,33.935102,-84.437040,0.0,1
322,33.935418,-84.436864,0.0,1
323,33.935537,-84.436525,0.0,1
324,33.935788,-84.436560,0.0,1
325,33.935928,-84.436808,0.0,1
326,33.936749,-84.436363,0.0,1
327,33.936968,-84.435851,0.0,1
328,33.936839,-84.435113,0.0,1
329,33.936174,-84.435158,0.0,1
330,33.936060,-84.434929,0.0,1
331,33.935257,-84.434467,0.0,1
332,33.934646,-84.434393,0.0,1
333,33.934446,-84.434603,0.0,1
334,33.934319,-84.434552,0.0,1
335,33.934217,-84.433961,0.0,1
336,33.933929,-84.433820,0.0,1
337,33.933655,-84.434014,0.0,1
338,33.933556,-84.434290,0.0,1
339,33.933285,-84.434500,0.0,1
340,33.933316,-84.434786,0.0,1
341,33.933224,-84.434984,0.0,1
342,33.932594,-84.435107,0.0,1
343,33.932406,-84.435034,0.0,1
344,33.932300,-84.435183,0.0,1
345,33.932300,-84.435448,0.0,1
346,33.932163,-84.435683,0.0,1
347,33.931703,-84.435741,0.0,1
348,33.931656,-84.436017,0.0,1
349,33.931253,-84.436037,0.0,1
350,33.930789,-84.436686,0.0,1
351,33.930423,-84.437460,0.0,1
352,33.930329,-84.437966,0.0,1
353,33.929958,-84.438182,0.0,1
354,33.929621,-84.438730,0.0,1
355,33.929575,-84.439174,0.0,1
356,33.929416,-84.439354,0.0,1
357,33.929397,-84.439522,0.0,1
358,33.929031,-84.439985,0.0,1
359,33.928865,-84.440472,0.0,1
360,33.928781,-84.440953,0.0,1
361,33.928757,-84.441298,0.0,1
362,33.928538,-84.441416,0.0,1
363,33.928501,-84.441653,0.0,1
364,33.928129,-84.442018,0.0,1
365,33.928255,-84.442199,0.0,1
366,33.928485,-84.441841,0.0,1
367,33.928484,-84.442167,0.0,1
368,33.928590,-84.442494,0.0,1
369,33.928280,-84.442563,0.0,1
370,33.928198,-84.442845,0.0,1
371,33.928262,-84.443163,0.0,1
372,33.928378,-84.442808,0.0,1
373,33.928642,-84.442705,0.0,1
374,33.928978,-84.443065,0.0,1
375,33.929183,-84.443198,0.0,1
376,33.929421,-84.443100,0.0,1
377,33.929460,-84.442572,0.0,1
378,33.929405,-84.442268,0.0,1
379,33.929301,-84.442066,0.0,1
380,33.929759,-84.441982,0.0,1
381,33.929934,-84.442354,0.0,1
382,33.930231,-84.442577,0.0,1
383,33.930716,-84.442641,0.0,1
384,33.931162,-84.442532,0.0,1
385,33.931708,-84.442706,0.0,1
386,33.931896,-84.442487,0.0,1
387,33.931906,-84.442229,0.0,1
388,33.932056,-84.441979,0.0,1
389,33.932257,-84.441615,0.0,1
390,33.932576,-84.441477,0.0,1
391,33.932776,-84.441413,0.0,1
392,33.932865,-84.441715,0.0,1
393,33.932874,-84.442204,0.0,1
394,33.933331,-84.442890,0.0,1
395,33.933650,-84.442831,0.0,1
396,33.933768,-84.442600,0.0,1
397,33.934404,-84.442058,0.0,1
398,33.934715,-84.441882,0.0,1
399,33.934486,-84.441409,0.0,1
400,33.934712,-84.441152,0.0,1
401,33.934837,-84.440659,0.0,1
402,33.935035,-84.440192,0.0,1
403,33.934954,-84.440020,0.0,1
404,33.935030,-84.439925,0.0,1
405,33.934976,-84.439748,0.0,1
406,33.935066,-84.439653,0.0,1
407,33.935479,-84.439495,0.0,1
408,33.935944,-84.438950,0.0,1
409,33.936241,-84.438887,0.0,1
410,33.936340,-84.439498,0.0,1
411,33.936209,-84.439756,0.0,1
412,33.936309,-84.440283,0.0,1
413,33.936809,-84.440407,0.0,1
414,33.937218,-84.441142,0.0,1
415,33.937869,-84.442856,0.0,1
416,33.937817,-84.442898,0.0,1
417,33.937292,-84.441443,0.0,1
418,33.937861,-84.440941,0.0,1
419,33.937818,-84.440800,0.0,1
420,33.937993,-84.440386,0.0,1
421,33.938471,-84.440130,0.0,1
422,33.938587,-84.439958,0.0,1
423,33.938894,-84.439789,0.0,1
424,33.939125,-84.439221,0.0,1
425,33.939217,-84.438599,0.0,1
426,33.939142,-84.438344,0.0,1
427,33.938875,-84.438453,0.0,1
428,33.938590,-84.438674,0.0,1
429,33.938162,-84.438835,0.0,1
430,33.938605,-84.437403,0.0,1
431,33.938402,-84.437371,0.0,1
432,33.938134,-84.437628,0.0,1
433,33.937972,-84.437592,0.0,1
434,33.938206,-84.436751,0.0,1
435,33.938145,-84.436442,0.0,1
436,33.937937,-84.436155,0.0,1
437,33.937691,-84.436060,0.0,1
438,33.937510,-84.436175,0.0,1
439,33.937323,-84.437063,0.0,1
440,33.937316,-84.437311,0.0,1
441,33.937089,-84.437467,0.0,1
442,33.936897,-84.437782,0.0,1
443,33.936705,-84.438631,0.0,1
444,33.936309,-84.438900,0.0,1
445,33.936007,-84.438911,0.0,1
446,33.935558,-84.439475,0.0,1
447,33.935025,-84.439613,0.0,1
448,33.934804,-84.439327,0.0,1
449,33.934738,-84.438949,0.0,1
450,33.934523,-84.438437,0.0,1
451,33.934488,-84.438283,0.0,1
452,33.934632,-84.438044,0.0,1
453,33.934665,-84.437635,0.0,1
454,33.934946,-84.437530,0.0,1
455,33.935102,-84.437040,0.0,1
456,33.935418,-84.436864,0.0,1
457,33.935537,-84.436525,0.0,1
458,33.935788,-84.436560,0.0,1
459,33.935928,-84.436808,0.0,1
460,33.936749,-84.436363,0.0,1
461,33.936968,-84.435851,0.0,1
462,33.936839,-84.435113,0.0,1
463,33.936174,-84.435158,0.0,1
464,33.936060,-84.434929,0.0,1
465,33.935257,-84.434467,0.0,1
466,33.934646,-84.434393,0.0,1
467,33.934446,-84.434603,0.0,1
468,33.934319,-84.434552,0.0,1
469,33.934217,-84.433961,0.0,1
470,33.933929,-84.433820,0.0,1
471,33.933655,-84.434014,0.0,1
472,33.933556,-84.434290,0.0,1
473,33.933285,-84.434500,0.0,1
474,33.933316,-84.434786,0.0,1
475,33.933224,-84.434984,0.0,1
476,33.932594,-84.435107,0.0,1
477,33.932406,-84.435034,0.0,1
478,33.932300,-84.435183,0.0,1
479,33.932300,-84.435448,0.0,1
480,33.932163,-84.435683,0.0,1
481,33.931703,-84.435741,0.0,1
482,33.931656,-84.436017,0.0,1
483,33.931253,-84.436037,0.0,1
484,33.930789,-84.436686,0.0,1
485,33.930423,-84.437460,0.0,1
486,33.930329,-84.437966,0.0,1
487,33.929958,-84.438182,0.0,1
488,33.929621,-84.438730,0.0,1
489,33.929575,-84.439174,0.0,1
490,33.929416,-84.439354,0.0,1
491,33.929397,-84.439522,0.0,1
492,33.929031,-84.439985,0.0,1
493,33.928865,-84.440472,0.0,1
494,33.928781,-84.440953,0.0,1
495,33.928757,-84.441298,0.0,1
496,33.928538,-84.441416,0.0,1
497,33.928501,-84.441653,0.0,1
498,33.928129,-84.442018,0.0,1
499,33.928255,-84.442199,0.0,1
500,33.928485,-84.441841,0.0,1
501,33.928484,-84.442167,0.0,1
502,33.928590,-84.442494,0.0,1
503,33.928280,-84.442563,0.0,1
504,33.928198,-84.442845,0.0,1
505,33.928262,-84.443163,0.0,1
506,33.928378,-84.442808,0.0,1
507,33.928642,-84.442705,0.0,1
508,33.928978,-84.443065,0.0,1
509,33.929183,-84.443198,0.0,1
510,33.929421,-84.443100,0.0,1
511,33.929460,-84.442572,0.0,1
512,33.929405,-84.442268,0.0,1
513,33.929301,-84.442066,0.0,1
514,33.929759,-84.441982,0.0,1
515,33.929934,-84.442354,0.0,1
516,33.930231,-84.442577,0.0,1
517,33.930716,-84.442641,0.0,1
518,33.931162,-84.442532,0.0,1
519,33.931708,-84.442706,0.0,1
520,33.931896,-84.442487,0.0,1
521,33.931906,-84.442229,0.0,1
522,33.932056,-84.441979,0.0,1
523,33.932257,-84.441615,0.0,1
524,33.932576,-84.441477,0.0,1
525,33.932776,-84.441413,0.0,1
526,33.932865,-84.441715,0.0,1
527,33.932874,-84.442204,0.0,1
528,33.933331,-84.442890,0.0,1
529,33.933650,-84.442831,0.0,1
530,33.933768,-84.442600,0.0,1
531,33.934404,-84.442058,0.0,1
532,33.934715,-84.441882,0.0,1
533,33.934486,-84.441409,0.0,1
534,33.934712,-84.441152,0.0,1
535,33.934837,-84.440659,0.0,1
536,33.935035,-84.440192,0.0,1
537,33.934954,-84.440020,0.0,1
538,33.935030,-84.439925,0.0,1
539,33.934976,-84.439748,0.0,1
540,33.935066,-84.439653,0.0,1
541,33.935479,-84.439495,0.0,1
542,33.935944,-84.438950,0.0,1
543,33.936241,-84.438887,0.0,1
544,33.936340,-84.439498,0.0,1
545,33.936209,-84.439756,0.0,1
546,33.936309,-84.440283,0.0,1
547,33.936809,-84.440407,0.0,1
548,33.937218,-84.441142,0.0,1
549,33.937869,-84.442856,0.0,1
550,33.937813,-84.442580,0.0,1
551,33.937490,-84.441846,0.0,1
552,33.937279,-84.441355,0.0,1
553,33.937041,-84.440681,0.0,1
554,33.936699,-84.440316,0.0,1
555,33.936338,-84.440359,0.0,1
556,33.936262,-84.440185,0.0,1
557,33.936247,-84.439774,0.0,1
558,33.936330,-84.439516,0.0,1
559,33.936298,-84.438933,0.0,1
560,33.936005,-84.438908,0.0,1
561,33.935585,-84.439458,0.0,1
562,33.935096,-84.439686,0.0,1
563,33.934958,-84.439561,0.0,1
564,33.934799,-84.439243,0.0,1
565,33.934725,-84.438841,0.0,1
566,33.934616,-84.438625,0.0,1
567,33.934449,-84.438294,0.0,1
568,33.934616,-84.438054,0.0,1
569,33.934663,-84.437676,0.0,1
570,33.934972,-84.437447,0.0,1
571,33.935069,-84.437084,0.0,1
572,33.935289,-84.436917,0.0,1
573,33.935435,-84.436745,0.0,1
574,33.935518,-84.436522,0.0,1
575,33.935780,-84.436533,0.0,1
576,33.935776,-84.436673,0.0,1
577,33.935943,-84.436745,0.0,1
578,33.936747,-84.436357,0.0,1
579,33.936944,-84.435842,0.0,1
580,33.936790,-84.435092,0.0,1
581,33.936219,-84.435118,0.0,1
582,33.936099,-84.435032,0.0,1
583,33.935653,-84.434638,0.0,1
584,33.935103,-84.434377,0.0,1
585,33.934592,-84.434451,0.0,1
586,33.934446,-84.434647,0.0,1
587,33.934331,-84.434569,0.0,1
588,33.934230,-84.434096,0.0,1
589,33.934130,-84.433899,0.0,1
590,33.933912,-84.433854,0.0,1
591,33.933618,-84.434019,0.0,1
592,33.933589,-84.434297,0.0,1
593,33.933260,-84.434502,0.0,1
594,33.933308,-84.434761,0.0,1
595,33.933235,-84.434942,0.0,1
596,33.932586,-84.435137,0.0,1
597,33.932380,-84.435026,0.0,1
598,33.932275,-84.435357,0.0,1
599,33.932179,-84.435659,0.0,1
600,33.931696,-84.435732,0.0,1
601,33.931652,-84.435895,0.0,1
602,33.931575,-84.436038,0.0,1
603,33.931237,-84.436017,0.0,1
604,33.930865,-84.436608,0.0,1
605,33.930685,-84.437107,0.0,1
606,33.930402,-84.437449,0.0,1
607,33.930343,-84.437997,0.0,1
608,33.929981,-84.438163,0.0,1
609,33.929612,-84.438766,0.0,1
610,33.929591,-84.439169,0.0,1
611,33.929425,-84.439357,0.0,1
612,33.929403,-84.439531,0.0,1
613,33.928930,-84.440324,0.0,1
614,33.928834,-84.440849,0.0,1
615,33.928777,-84.441296,0.0,1
616,33.928551,-84.441372,0.0,1
617,33.928526,-84.441645,0.0,1
618,33.928152,-84.442091,0.0,1
619,33.928169,-84.442197,0.0,1
620,33.928012,-84.442297,0.0,1
621,33.927955,-84.442898,0.0,1
622,33.927772,-84.442663,0.0,1
623,33.927340,-84.443218,0.0,1
624,33.927138,-84.443211,0.0,1
625,33.927110,-84.442838,0.0,1
626,33.926911,-84.443322,0.0,1
627,33.926713,-84.443521,0.0,1
628,33.926532,-84.442996,0.0,1
629,33.926557,-84.442551,0.0,1
630,33.926880,-84.441712,0.0,1
631,33.927048,-84.441286,0.0,1
632,33.926854,-84.441301,0.0,1
633,33.926763,-84.441419,0.0,1
634,33.926744,-84.441599,0.0,1
635,33.926439,-84.441571,0.0,1
636,33.926205,-84.441415,0.0,1
637,33.925932,-84.441784,0.0,1
638,33.925824,-84.441483,0.0,1
639,33.925736,-84.441076,0.0,1
640,33.925537,-84.440974,0.0,1
641,33.925312,-84.441140,0.0,1
642,33.925184,-84.440716,0.0,1
643,33.924887,-84.440255,0.0,1
644,33.924524,-84.439906,0.0,1
645,33.924364,-84.439937,0.0,1
646,33.924374,-84.440127,0.0,1
647,33.924566,-84.440616,0.0,1
648,33.924234,-84.440867,0.0,1
649,33.923947,-84.441007,0.0,1
650,33.923665,-84.440929,0.0,1
651,33.923373,-84.440377,0.0,1
652,33.923192,-84.440303,0.0,1
653,33.922835,-84.440370,0.0,1
654,33.922508,-84.440183,0.0,1
655,33.922523,-84.440021,0.0,1
656,33.922299,-84.439994,0.0,1
657,33.922160,-84.440148,0.0,1
658,33.922499,-84.440533,0.0,1
659,33.922534,-84.440786,0.0,1
660,33.922397,-84.440938,0.0,1
661,33.922103,-84.440833,0.0,1
662,33.921618,-84.440422,0.0,1
663,33.921248,-84.440283,0.0,1
664,33.920882,-84.440527,0.0,1
665,33.920768,-84.440849,0.0,1
666,33.920779,-84.441163,0.0,1
667,33.920570,-84.441391,0.0,1
668,33.920386,-84.441567,0.0,1
669,33.920375,-84.441777,0.0,1
670,33.920568,-84.442210,0.0,1
671,33.921018,-84.442376,0.0,1
672,33.921027,-84.442577,0.0,1
673,33.920649,-84.442616,0.0,1
674,33.920388,-84.442400,0.0,1
675,33.919927,-84.442346,0.0,1
676,33.919773,-84.442691,0.0,1
677,33.920030,-84.443206,0.0,1
678,33.919801,-84.443427,0.0,1
679,33.919642,-84.443713,0.0,1
680,33.919547,-84.443800,0.0,1
681,33.919492,-84.443984,0.0,1
682,33.919697,-84.444203,0.0,1
683,33.919741,-84.444328,0.0,1
684,33.919475,-84.444629,0.0,1
685,33.919484,-84.444981,0.0,1
686,33.919705,-84.445253,0.0,1
687,33.920222,-84.445154,0.0,1
688,33.920423,-84.445337,0.0,1
689,33.920114,-84.445618,0.0,1
690,33.920161,-84.446079,0.0,1
691,33.920297,-84.446165,0.0,1
692,33.920495,-84.446104,0.0,1
693,33.920593,-84.446243,0.0,1
694,33.920525,-84.446387,0.0,1
695,33.920709,-84.446691,0.0,1
696,33.920773,-84.446411,0.0,1
697,33.921011,-84.446180,0.0,1
698,33.921664,-84.446079,0.0,1
699,33.921920,-84.446079,0.0,1
700,33.923260,-84.444484,0.0,1
701,33.923619,-84.444225,0.0,1
702,33.923839,-84.443728,0.0,1
703,33.924114,-84.443519,0.0,1
704,33.924639,-84.443615,0.0,1
705,33.925360,-84.443885,0.0,1
706,33.926070,-84.443787,0.0,1
707,33.926591,-84.443801,0.0,1
708,33.926732,-84.443767,0.0,1
709,33.926788,-84.443447,0.0,1
710,33.926898,-84.443388,0.0,1
711,33.926997,-84.442961,0.0,1
712,33.927164,-84.442852,0.0,1
713,33.927160,-84.443275,0.0,1
714,33.927397,-84.443170,0.0,1
715,33.927746,-84.442752,0.0,1
716,33.927868,-84.442881,0.0,1
717,33.927965,-84.442798,0.0,1
718,33.928057,-84.442324,0.0,1
719,33.928139,-84.442269,0.0,1
720,33.928274,-84.442180,0.0,1
721,33.928380,-84.441930,0.0,1
722,33.928490,-84.441893,0.0,1
723,33.928467,-84.442168,0.0,1
724,33.928572,-84.442476,0.0,1
725,33.928456,-84.442538,0.0,1
726,33.928259,-84.442551,0.0,1
727,33.928236,-84.442800,0.0,1
728,33.928198,-84.443055,0.0,1
729,33.928284,-84.443141,0.0,1
730,33.928341,-84.443003,0.0,1
731,33.928445,-84.442780,0.0,1
732,33.928669,-84.442737,0.0,1
733,33.928912,-84.442951,0.0,1
734,33.929074,-84.443188,0.0,1
